p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
913|seashell medium burnished moccasin blue|Manufacturer#2|Brand#23|LARGE PLATED BRASS|49|SM DRUM|1813.91| regular pea
914|snow rose moccasin tomato linen|Manufacturer#3|Brand#35|ECONOMY POLISHED STEEL|8|LG PKG|1814.91| beans ser
915|aquamarine purple spring gainsboro salmon|Manufacturer#2|Brand#21|LARGE ANODIZED BRASS|25|WRAP BAG|1815.91|ironi
916|chartreuse tomato rose chocolate magenta|Manufacturer#2|Brand#21|MEDIUM BURNISHED BRASS|28|MED CAN|1816.91|ily against the pac
917|midnight khaki medium linen peru|Manufacturer#2|Brand#24|SMALL ANODIZED COPPER|3|SM CASE|1817.91|ught to haggle 
918|ghost steel beige turquoise ivory|Manufacturer#5|Brand#55|ECONOMY PLATED TIN|15|LG PKG|1818.91|yly. final dinos ar
919|sandy cream royal cyan orchid|Manufacturer#1|Brand#13|PROMO BRUSHED COPPER|49|MED BOX|1819.91|. quic
920|sky lemon misty slate lawn|Manufacturer#4|Brand#44|MEDIUM BRUSHED STEEL|19|WRAP CAN|1820.92|fully 
921|khaki yellow plum cyan forest|Manufacturer#1|Brand#11|LARGE BURNISHED STEEL|35|JUMBO DRUM|1821.92|ep blithe
922|frosted dodger cyan medium indian|Manufacturer#3|Brand#34|LARGE BURNISHED BRASS|30|SM CASE|1822.92|nt platelet
923|moccasin lace rose navajo forest|Manufacturer#2|Brand#24|STANDARD PLATED TIN|26|WRAP CASE|1823.92|ily above
924|indian smoke orange ghost papaya|Manufacturer#1|Brand#11|ECONOMY POLISHED STEEL|41|JUMBO PKG|1824.92| ironi
925|tomato antique plum snow burlywood|Manufacturer#4|Brand#44|STANDARD POLISHED NICKEL|44|MED PACK|1825.92|cajole furiously. q
926|tan deep medium smoke slate|Manufacturer#4|Brand#45|STANDARD BRUSHED TIN|39|MED JAR|1826.92|busy foxes x-ray bl
927|dodger purple green peach navajo|Manufacturer#1|Brand#14|LARGE ANODIZED TIN|13|WRAP BAG|1827.92|ges sleep 
928|violet dodger cyan orange moccasin|Manufacturer#4|Brand#43|SMALL ANODIZED TIN|43|SM BOX|1828.92|old, re
929|burnished pale medium turquoise lace|Manufacturer#3|Brand#33|LARGE PLATED COPPER|40|MED DRUM|1829.92|ic foxes 
930|violet ivory orchid rose frosted|Manufacturer#2|Brand#23|SMALL BRUSHED BRASS|26|LG DRUM|1830.93|foxes are fluf
931|red puff chiffon sienna dark|Manufacturer#3|Brand#31|STANDARD ANODIZED NICKEL|37|LG CAN|1831.93|gle fluffily a
932|cornflower sky powder cyan linen|Manufacturer#2|Brand#24|SMALL ANODIZED COPPER|12|LG BOX|1832.93|e. quick, regula
933|pink magenta frosted blanched lime|Manufacturer#3|Brand#33|STANDARD BRUSHED STEEL|25|LG CASE|1833.93| the un
934|beige saddle magenta cyan dim|Manufacturer#4|Brand#45|STANDARD ANODIZED BRASS|40|MED JAR|1834.93|uests cajole
935|royal cornflower maroon khaki cornsilk|Manufacturer#5|Brand#53|STANDARD BRUSHED STEEL|8|JUMBO DRUM|1835.93|le quickly acro
936|white beige firebrick dodger olive|Manufacturer#2|Brand#24|MEDIUM PLATED BRASS|6|WRAP DRUM|1836.93|regular theodolites
937|drab peru royal pink peach|Manufacturer#3|Brand#33|PROMO ANODIZED TIN|2|JUMBO CAN|1837.93|s boos
938|chartreuse peach spring cornflower tan|Manufacturer#2|Brand#22|LARGE BRUSHED NICKEL|1|JUMBO CASE|1838.93|ic requests c
939|salmon magenta orange coral aquamarine|Manufacturer#1|Brand#14|PROMO BURNISHED BRASS|41|WRAP PACK|1839.93| pending accounts hind
940|violet coral blanched orange light|Manufacturer#1|Brand#15|PROMO POLISHED TIN|49|JUMBO JAR|1840.94|. silently express re
941|lace cornsilk pink medium slate|Manufacturer#2|Brand#25|MEDIUM PLATED NICKEL|8|LG PKG|1841.94|ns caj
942|coral peach bisque green seashell|Manufacturer#3|Brand#35|PROMO POLISHED TIN|44|MED BAG|1842.94|ly closely 
943|smoke sky chiffon green steel|Manufacturer#5|Brand#55|ECONOMY BRUSHED BRASS|46|SM PKG|1843.94|onic i
944|medium sandy olive wheat turquoise|Manufacturer#3|Brand#33|SMALL PLATED STEEL|1|LG CAN|1844.94|od slyly pending, bo
945|chiffon steel peach black moccasin|Manufacturer#5|Brand#52|MEDIUM PLATED NICKEL|22|MED JAR|1845.94| the theod
946|medium drab rosy spring salmon|Manufacturer#2|Brand#25|MEDIUM PLATED TIN|30|LG BOX|1846.94|al pack
947|black tan salmon maroon chartreuse|Manufacturer#1|Brand#13|MEDIUM BURNISHED STEEL|16|JUMBO JAR|1847.94|requests wake flu
948|gainsboro chocolate bisque sandy steel|Manufacturer#2|Brand#22|MEDIUM ANODIZED BRASS|31|WRAP PKG|1848.94|long th
949|thistle burnished pink yellow wheat|Manufacturer#5|Brand#51|LARGE BURNISHED TIN|47|LG PKG|1849.94|sits cajole
950|steel purple midnight beige coral|Manufacturer#3|Brand#31|SMALL ANODIZED STEEL|26|WRAP CASE|1850.95|ld instructions can u
951|gainsboro indian aquamarine lemon blush|Manufacturer#2|Brand#21|STANDARD BURNISHED STEEL|40|JUMBO JAR|1851.95|inst the fluffily sil
952|frosted purple sky steel papaya|Manufacturer#3|Brand#31|MEDIUM BRUSHED TIN|4|MED PACK|1852.95|y final requests. sl
953|tomato cornflower honeydew sandy grey|Manufacturer#4|Brand#41|PROMO ANODIZED TIN|2|WRAP JAR|1853.95|nstructions. blithely
954|turquoise bisque khaki coral antique|Manufacturer#5|Brand#55|ECONOMY ANODIZED STEEL|35|JUMBO CASE|1854.95|beans. 
955|blue olive tan rosy navajo|Manufacturer#3|Brand#32|PROMO BURNISHED STEEL|43|SM CASE|1855.95|ully 
956|orchid yellow dark lawn thistle|Manufacturer#1|Brand#13|STANDARD BRUSHED STEEL|7|LG CASE|1856.95| the careful foxes.
957|snow turquoise coral lime goldenrod|Manufacturer#3|Brand#33|SMALL ANODIZED COPPER|23|SM CAN|1857.95|ld pinto beans.
958|turquoise sandy drab dodger cyan|Manufacturer#3|Brand#35|LARGE PLATED NICKEL|13|LG BOX|1858.95| slowly unusual r
959|sky snow peach olive spring|Manufacturer#4|Brand#41|SMALL BURNISHED STEEL|5|WRAP JAR|1859.95|l pinto beans use
960|sienna royal light orchid moccasin|Manufacturer#5|Brand#55|LARGE PLATED COPPER|26|LG CASE|1860.96|ross 
961|cornflower chocolate floral burnished green|Manufacturer#1|Brand#15|PROMO BRUSHED BRASS|1|SM PACK|1861.96|y ironic
962|magenta linen ghost almond floral|Manufacturer#1|Brand#13|MEDIUM PLATED BRASS|38|JUMBO BOX|1862.96|ular depo
963|violet beige lime dark metallic|Manufacturer#4|Brand#44|MEDIUM PLATED BRASS|44|LG CASE|1863.96|usual packages boost d
964|sky orange indian pale burlywood|Manufacturer#5|Brand#54|SMALL POLISHED BRASS|48|MED BOX|1864.96|to beans cajole caref
965|dim cyan bisque black smoke|Manufacturer#3|Brand#34|MEDIUM PLATED STEEL|39|LG PKG|1865.96|pendin
966|turquoise antique brown violet plum|Manufacturer#4|Brand#42|PROMO BURNISHED TIN|24|MED CAN|1866.96| ironic request
967|cyan snow azure slate papaya|Manufacturer#5|Brand#55|SMALL BURNISHED COPPER|16|JUMBO CAN|1867.96| fluffil
968|rose chiffon chocolate lace papaya|Manufacturer#1|Brand#11|LARGE PLATED TIN|23|LG PKG|1868.96|lithely ironic inst
969|hot azure royal red dark|Manufacturer#5|Brand#55|PROMO POLISHED STEEL|34|JUMBO CASE|1869.96|ial do
970|sienna azure light medium green|Manufacturer#1|Brand#11|STANDARD BURNISHED STEEL|44|SM CAN|1870.97| ideas.
971|orange misty green aquamarine forest|Manufacturer#5|Brand#54|LARGE POLISHED BRASS|19|SM DRUM|1871.97|eodolites 
972|tomato burlywood pale moccasin plum|Manufacturer#3|Brand#32|MEDIUM PLATED BRASS|21|JUMBO JAR|1872.97|foxes engage quickl
973|medium lavender blue tomato slate|Manufacturer#2|Brand#22|STANDARD ANODIZED STEEL|42|LG PACK|1873.97| fluff
974|almond steel slate sky rose|Manufacturer#4|Brand#44|MEDIUM ANODIZED BRASS|35|WRAP BAG|1874.97|gular id
975|moccasin tomato peach yellow drab|Manufacturer#3|Brand#34|MEDIUM ANODIZED COPPER|22|LG JAR|1875.97|ites 
976|white maroon firebrick snow light|Manufacturer#5|Brand#51|STANDARD BRUSHED NICKEL|19|JUMBO PACK|1876.97|nticing accoun
977|frosted tomato deep burnished indian|Manufacturer#5|Brand#53|STANDARD BRUSHED STEEL|2|LG CASE|1877.97|e the dep
978|cream tomato rose floral steel|Manufacturer#4|Brand#45|MEDIUM POLISHED TIN|46|LG DRUM|1878.97|thely according 
979|blush cyan azure snow sandy|Manufacturer#4|Brand#45|STANDARD ANODIZED TIN|4|MED CAN|1879.97|cies hinder. even
980|saddle burlywood drab deep red|Manufacturer#4|Brand#41|SMALL ANODIZED STEEL|45|LG CASE|1880.98| quiet ideas
981|floral blanched papaya khaki light|Manufacturer#2|Brand#25|MEDIUM POLISHED COPPER|31|WRAP CAN|1881.98| furiously
982|drab steel linen puff rosy|Manufacturer#3|Brand#31|SMALL POLISHED BRASS|28|SM BAG|1882.98|ag carefully f
983|violet mint moccasin black olive|Manufacturer#4|Brand#43|ECONOMY POLISHED TIN|39|MED BOX|1883.98|kly a
984|tan frosted antique midnight thistle|Manufacturer#2|Brand#22|LARGE PLATED TIN|40|SM BAG|1884.98| blithely accord
985|drab rosy orange peach medium|Manufacturer#5|Brand#53|MEDIUM BURNISHED STEEL|10|JUMBO PKG|1885.98|ckly iro
986|forest purple lawn yellow azure|Manufacturer#3|Brand#33|PROMO BRUSHED BRASS|50|JUMBO DRUM|1886.98| unusual, p
987|seashell pink linen salmon khaki|Manufacturer#5|Brand#53|PROMO POLISHED BRASS|39|LG BOX|1887.98|es han
988|rose saddle linen peach cream|Manufacturer#2|Brand#24|STANDARD BURNISHED COPPER|27|WRAP PKG|1888.98| quickly unusual, even
989|misty ivory plum tan steel|Manufacturer#5|Brand#55|LARGE PLATED TIN|9|JUMBO JAR|1889.98| alongs
990|azure cornsilk indian floral aquamarine|Manufacturer#1|Brand#14|SMALL BURNISHED COPPER|14|SM BAG|1890.99| fina
991|indian yellow red lime seashell|Manufacturer#3|Brand#32|MEDIUM POLISHED BRASS|9|SM CASE|1891.99|ges are blithely
992|hot peru beige magenta metallic|Manufacturer#5|Brand#51|PROMO BURNISHED COPPER|39|JUMBO BOX|1892.99|ial exc
993|chiffon papaya lavender tomato spring|Manufacturer#5|Brand#54|MEDIUM BRUSHED NICKEL|2|MED JAR|1893.99|counts ha
994|almond saddle papaya seashell burlywood|Manufacturer#2|Brand#25|PROMO ANODIZED STEEL|38|JUMBO BOX|1894.99| accounts haggle clo
995|papaya violet navy khaki sky|Manufacturer#3|Brand#34|ECONOMY BRUSHED TIN|47|MED DRUM|1895.99|ular packages around t
996|slate pink navajo orange firebrick|Manufacturer#3|Brand#31|STANDARD POLISHED COPPER|13|LG CAN|1896.99| expr
997|khaki lawn rose drab cornsilk|Manufacturer#5|Brand#51|STANDARD ANODIZED BRASS|22|JUMBO BAG|1897.99|ay about the f
998|ivory maroon cream red peru|Manufacturer#5|Brand#53|STANDARD BRUSHED NICKEL|2|MED BOX|1898.99| the slyly pending pin
999|indian honeydew chartreuse navy cyan|Manufacturer#4|Brand#44|STANDARD PLATED STEEL|16|WRAP CAN|1899.99|iously ironic th
1000|wheat frosted chiffon aquamarine saddle|Manufacturer#2|Brand#24|ECONOMY BRUSHED NICKEL|10|SM DRUM|901.00|nusual
1001|plum ivory wheat thistle salmon|Manufacturer#5|Brand#53|LARGE BRUSHED NICKEL|29|WRAP PACK|902.00|ithely ironic foxe
1002|khaki dark blush moccasin floral|Manufacturer#3|Brand#31|SMALL ANODIZED NICKEL|5|MED PKG|903.00|y alongside of the re
1003|khaki white violet tan forest|Manufacturer#1|Brand#14|ECONOMY ANODIZED STEEL|19|JUMBO BOX|904.00|l req
1004|light navy deep papaya olive|Manufacturer#2|Brand#21|LARGE BRUSHED BRASS|16|WRAP CASE|905.00|tions haggle
1005|seashell orange firebrick peach rose|Manufacturer#5|Brand#52|PROMO BRUSHED STEEL|39|WRAP CAN|906.00|es. regular, si
1006|tan tomato burlywood drab midnight|Manufacturer#1|Brand#11|MEDIUM POLISHED COPPER|3|WRAP CASE|907.00| carefully regular p
1007|dodger navajo navy peru salmon|Manufacturer#1|Brand#14|ECONOMY PLATED TIN|9|JUMBO PKG|908.00|. carefully pe
1008|puff cyan beige tan blue|Manufacturer#5|Brand#55|PROMO PLATED TIN|8|LG DRUM|909.00|specia
1009|sandy ghost steel cornsilk pale|Manufacturer#4|Brand#42|MEDIUM BURNISHED NICKEL|47|SM JAR|910.00|ndenci
1010|peach chocolate orange green lawn|Manufacturer#4|Brand#43|SMALL BURNISHED NICKEL|38|JUMBO DRUM|911.01|lyly iro
1011|rosy metallic grey blush tomato|Manufacturer#5|Brand#54|ECONOMY PLATED STEEL|37|LG BOX|912.01|ide of the re
1012|dim cornflower powder bisque tomato|Manufacturer#4|Brand#44|SMALL ANODIZED COPPER|23|JUMBO JAR|913.01|le slyly. blithely
1013|sienna maroon chocolate honeydew brown|Manufacturer#2|Brand#24|STANDARD BRUSHED STEEL|14|JUMBO BOX|914.01|lyly special fox
1014|peach burlywood bisque blanched chocolate|Manufacturer#5|Brand#54|LARGE PLATED COPPER|13|WRAP CAN|915.01|quests sleep slyly 
1015|cornflower brown rosy seashell mint|Manufacturer#4|Brand#41|MEDIUM BRUSHED BRASS|15|MED CAN|916.01|bits. ironic idea
1016|slate blush misty azure honeydew|Manufacturer#1|Brand#14|STANDARD POLISHED BRASS|40|SM PKG|917.01|e regular th
1017|purple lace lemon firebrick maroon|Manufacturer#1|Brand#15|STANDARD ANODIZED BRASS|13|LG CASE|918.01|instructions. stealth
1018|tan chiffon wheat plum brown|Manufacturer#4|Brand#41|MEDIUM PLATED COPPER|35|SM PACK|919.01|ss the furio
1019|mint rosy midnight red frosted|Manufacturer#4|Brand#41|MEDIUM ANODIZED COPPER|18|SM BOX|920.01|ions haggle 
1020|moccasin pale cornsilk linen aquamarine|Manufacturer#3|Brand#31|LARGE POLISHED TIN|8|WRAP CASE|921.02| are quickly bo
1021|navy wheat gainsboro red light|Manufacturer#3|Brand#33|PROMO ANODIZED TIN|46|JUMBO BAG|922.02|. blithely sile
1022|slate mint plum drab khaki|Manufacturer#1|Brand#13|SMALL BURNISHED COPPER|33|WRAP CAN|923.02|ily at the s
1023|grey blanched mint firebrick snow|Manufacturer#2|Brand#24|PROMO POLISHED COPPER|50|SM CASE|924.02|eas use slyly busily 
1024|maroon sienna puff ghost chiffon|Manufacturer#5|Brand#55|SMALL POLISHED COPPER|2|MED PACK|925.02|s. dep
1025|olive pale steel peru coral|Manufacturer#2|Brand#25|STANDARD ANODIZED COPPER|25|LG DRUM|926.02|ost fl
1026|slate smoke hot lawn red|Manufacturer#4|Brand#41|ECONOMY ANODIZED TIN|47|SM CAN|927.02|carefully ideas. reg
1027|powder aquamarine papaya floral puff|Manufacturer#3|Brand#31|PROMO ANODIZED NICKEL|9|JUMBO BAG|928.02|beans use slyly about
1028|blue drab lime khaki sienna|Manufacturer#1|Brand#12|PROMO BRUSHED COPPER|14|JUMBO CAN|929.02|totes sleep furio
1029|blue bisque lace maroon pale|Manufacturer#4|Brand#44|LARGE PLATED NICKEL|46|JUMBO PKG|930.02|ets thrash quickly 
1030|orange floral olive ivory lace|Manufacturer#2|Brand#21|STANDARD BRUSHED STEEL|20|MED JAR|931.03|e furiousl
1031|cyan royal metallic coral white|Manufacturer#3|Brand#32|MEDIUM BURNISHED NICKEL|13|SM BAG|932.03|uctions sleep. reg
1032|lime lace dodger tan azure|Manufacturer#1|Brand#15|ECONOMY ANODIZED BRASS|32|LG BAG|933.03|! furiously ir
1033|drab chiffon lace plum white|Manufacturer#1|Brand#12|MEDIUM PLATED BRASS|23|MED JAR|934.03|nic excus
1034|lavender ghost sky beige navy|Manufacturer#5|Brand#52|ECONOMY POLISHED BRASS|46|LG DRUM|935.03|l pack
1035|black pink plum blanched linen|Manufacturer#5|Brand#52|STANDARD BRUSHED COPPER|13|MED CASE|936.03|ies bo
1036|misty lawn navajo peach thistle|Manufacturer#3|Brand#35|MEDIUM BRUSHED COPPER|46|WRAP BAG|937.03|pending, 
1037|burnished frosted chocolate aquamarine ivory|Manufacturer#1|Brand#15|ECONOMY ANODIZED STEEL|36|JUMBO JAR|938.03|ackages. fl
1038|sandy lavender rosy metallic salmon|Manufacturer#4|Brand#44|STANDARD BRUSHED STEEL|40|WRAP CAN|939.03|es sleep al
1039|turquoise firebrick mint bisque spring|Manufacturer#3|Brand#34|MEDIUM PLATED TIN|32|MED BAG|940.03| are blit
1040|floral misty smoke royal puff|Manufacturer#3|Brand#31|MEDIUM BRUSHED STEEL|40|WRAP PKG|941.04|refully unusual depo
1041|royal blanched blue peru ghost|Manufacturer#5|Brand#54|LARGE ANODIZED NICKEL|12|WRAP CAN|942.04|heodol
1042|almond bisque steel rosy burlywood|Manufacturer#3|Brand#32|ECONOMY BURNISHED NICKEL|42|JUMBO BAG|943.04|d theod
1043|seashell lace magenta spring chiffon|Manufacturer#4|Brand#41|ECONOMY BURNISHED COPPER|32|SM CAN|944.04|regular
1044|dodger papaya goldenrod antique brown|Manufacturer#2|Brand#25|STANDARD PLATED TIN|25|MED CAN|945.04|ong the bl
1045|aquamarine light lemon sandy khaki|Manufacturer#3|Brand#35|ECONOMY ANODIZED STEEL|24|JUMBO CASE|946.04|capades. care
1046|lime cornflower indian dark chiffon|Manufacturer#2|Brand#23|SMALL POLISHED STEEL|33|MED JAR|947.04|ic packages. slyl
1047|cornflower hot lace navy chocolate|Manufacturer#5|Brand#54|STANDARD ANODIZED BRASS|18|LG DRUM|948.04|eyond the care
1048|deep turquoise light pale saddle|Manufacturer#2|Brand#24|MEDIUM BRUSHED STEEL|50|LG PACK|949.04|unusual requests 
1049|goldenrod dodger cyan orchid bisque|Manufacturer#5|Brand#52|SMALL BRUSHED NICKEL|2|LG CASE|950.04| wake fluffily ste
1050|purple cornsilk navajo firebrick burlywood|Manufacturer#3|Brand#34|STANDARD BRUSHED BRASS|4|MED CASE|951.05|quests wa
1051|orchid lemon almond yellow linen|Manufacturer#1|Brand#15|ECONOMY POLISHED BRASS|12|MED PKG|952.05| enticing foxes. bli
1052|dodger wheat steel grey sky|Manufacturer#5|Brand#55|PROMO PLATED TIN|11|WRAP CASE|953.05|quickly 
1053|rosy cornsilk beige mint plum|Manufacturer#5|Brand#54|ECONOMY BRUSHED TIN|19|LG JAR|954.05| boost quickly sly
1054|sky smoke mint floral metallic|Manufacturer#2|Brand#24|LARGE BRUSHED STEEL|35|LG CAN|955.05|lithely pen
1055|slate wheat steel chiffon royal|Manufacturer#1|Brand#14|LARGE POLISHED COPPER|18|MED BAG|956.05|slyly ir
1056|coral peach medium pale light|Manufacturer#4|Brand#43|MEDIUM ANODIZED COPPER|13|JUMBO PKG|957.05|requests cajole caref
1057|tomato linen papaya khaki plum|Manufacturer#1|Brand#12|ECONOMY PLATED BRASS|25|LG BOX|958.05|cial, even depo
1058|salmon blue almond red aquamarine|Manufacturer#5|Brand#53|ECONOMY ANODIZED COPPER|24|MED DRUM|959.05|ructi
1059|orange ghost firebrick peru cornsilk|Manufacturer#4|Brand#43|MEDIUM ANODIZED TIN|40|JUMBO BOX|960.05|pending, ir
1060|dark indian snow cornflower cream|Manufacturer#3|Brand#33|STANDARD POLISHED BRASS|46|SM CASE|961.06|after the furious
1061|pink beige orange pale powder|Manufacturer#1|Brand#15|MEDIUM BURNISHED TIN|50|LG BAG|962.06|hely quic
1062|floral aquamarine olive red spring|Manufacturer#1|Brand#12|LARGE POLISHED TIN|12|JUMBO DRUM|963.06|ans integrate duri
1063|lavender thistle navajo grey tan|Manufacturer#5|Brand#55|SMALL BURNISHED BRASS|42|MED BAG|964.06|he regula
1064|frosted orchid blanched seashell steel|Manufacturer#3|Brand#31|SMALL PLATED NICKEL|4|SM PKG|965.06|ssly unusual dep
1065|coral beige sandy olive steel|Manufacturer#4|Brand#43|STANDARD PLATED TIN|14|JUMBO CASE|966.06|sly bold instructio
1066|khaki spring ghost orchid metallic|Manufacturer#3|Brand#31|SMALL BURNISHED NICKEL|30|SM CASE|967.06|ecial pinto beans hag
1067|medium brown blanched grey chocolate|Manufacturer#3|Brand#33|SMALL BRUSHED BRASS|39|MED BOX|968.06| against th
1068|antique rosy frosted almond tan|Manufacturer#1|Brand#11|ECONOMY ANODIZED NICKEL|33|MED BOX|969.06|instructions 
1069|mint linen seashell khaki bisque|Manufacturer#5|Brand#55|SMALL PLATED TIN|1|LG DRUM|970.06|ies. deposi
1070|lawn mint deep dim blush|Manufacturer#4|Brand#45|SMALL POLISHED BRASS|31|WRAP DRUM|971.07| final pa
1071|pink orchid tan cyan navy|Manufacturer#2|Brand#22|SMALL BURNISHED STEEL|23|WRAP DRUM|972.07|y pending
1072|floral cornsilk grey purple saddle|Manufacturer#2|Brand#22|LARGE ANODIZED BRASS|31|SM PACK|973.07|lly above the bo
1073|midnight cyan bisque white yellow|Manufacturer#2|Brand#22|MEDIUM BRUSHED BRASS|14|LG PACK|974.07|e to haggle slyly 
1074|midnight peach purple coral azure|Manufacturer#5|Brand#53|STANDARD ANODIZED NICKEL|46|LG PACK|975.07|symptotes thrash acro
1075|cream honeydew burlywood light pale|Manufacturer#2|Brand#21|LARGE ANODIZED NICKEL|33|LG PACK|976.07|even packages
1076|lime black dim lemon mint|Manufacturer#1|Brand#13|PROMO BRUSHED BRASS|18|JUMBO CASE|977.07|tructions are. blithel
1077|gainsboro navajo mint cornflower grey|Manufacturer#4|Brand#41|STANDARD ANODIZED TIN|49|MED BAG|978.07|ss requests 
1078|blanched misty turquoise black plum|Manufacturer#4|Brand#41|SMALL BRUSHED NICKEL|22|WRAP CAN|979.07|ckages haggle aft
1079|plum chartreuse hot beige lime|Manufacturer#2|Brand#25|STANDARD ANODIZED COPPER|22|SM CASE|980.07|ar asymptot
1080|khaki light black ghost yellow|Manufacturer#5|Brand#52|STANDARD PLATED COPPER|21|JUMBO PKG|981.08|sts use amo
1081|dark powder hot chartreuse moccasin|Manufacturer#1|Brand#15|PROMO POLISHED NICKEL|44|SM PKG|982.08|ng to t
1082|cream magenta lavender firebrick purple|Manufacturer#1|Brand#11|SMALL ANODIZED TIN|45|JUMBO PKG|983.08|requests are ca
1083|almond khaki chartreuse hot seashell|Manufacturer#1|Brand#11|ECONOMY PLATED COPPER|20|JUMBO CASE|984.08|fter the c
1084|gainsboro blanched chiffon orchid dim|Manufacturer#2|Brand#22|STANDARD BRUSHED TIN|10|JUMBO BAG|985.08|y? slyly unusual instr
1085|floral frosted seashell light red|Manufacturer#4|Brand#45|PROMO PLATED COPPER|26|LG CAN|986.08|ses unwind quickly ir
1086|wheat lemon powder seashell green|Manufacturer#4|Brand#45|LARGE BRUSHED COPPER|49|SM DRUM|987.08|usly ironic a
1087|purple maroon cornflower red thistle|Manufacturer#4|Brand#42|LARGE ANODIZED COPPER|32|MED CASE|988.08|final ideas. slyly ex
1088|turquoise papaya dim hot navajo|Manufacturer#3|Brand#35|SMALL ANODIZED STEEL|7|MED CAN|989.08|nticing foxes are
1089|slate goldenrod purple peach dim|Manufacturer#2|Brand#24|LARGE BURNISHED TIN|26|WRAP CASE|990.08|y. unusual pinto be
